#ID_REF = Sample Identifier
#VALUE = z-normalized value of the raw data
*ID_REF**	VALUE*
711	0.613935779
712	-0.42706539
713	0.344677566
714	-0.396620748
715	-0.106546382
716	0.105701321
717	0.504468798
718	0.575272408
719	-0.130966845
720	0.435815804
721	-0.70173488
722	-1.344613069
723	-0.841698018
724	-1.308779213
725	0.365960141
726	-1.064570387
727	-0.046014533
728	1.150362149
729	0.499416027
730	3.341465642
731	1.974858747
732	0.23098445
733	2.526124976
734	-0.100278244
735	0.101400817
736	0.612858892
737	0.096603168
738	0.710670795
739	0.743354318
740	0.918495763
741	-0.428167968
742	-0.991131877
743	-0.187861103
744	-1.72719743
745	-1.469543709
746	-0.621329905
747	0.949975609
748	-0.055615033
749	0.204297419
750	0.092687275
751	0.057384854
752	2.094364784
753	0.654549409
754	-0.217105737
755	0.311464814
756	1.085130517
757	-1.026130874
758	-0.638959315
759	0.259131962
760	0.12889072
761	0.215767296
762	0.049130964
763	0.211876908
764	-1.664643623
765	-0.790160928
766	-1.263633489
767	1.55968013
768	-1.781536333
769	-1.245822966
770	0.284335837
771	1.07994206
772	2.134069821
773	0.644719336
774	0.551306867
775	1.201508875
776	0.758768679
777	0.34186336
778	1.889126774
779	-1.018692851
780	-0.269849566
781	-0.315062858
782	-0.181834568
783	0.545141565
784	0.956186845
785	-0.154066701
786	-1.152632916
787	0.274934079
788	-3.058963922
789	-0.789645695
790	0.13248766
791	-1.000256741
792	-0.693729034
793	0.205859046
794	0.045984625
795	0.117633839
796	-0.311700185
797	0.157738102
798	-0.065425217
799	2.152919413
800	0.180508572
801	-0.773351313
802	-1.065183889
803	0.451355485
804	-0.306541941
805	-0.323444984
806	-0.20505705
807	0.518005184
808	-0.263514825
809	-0.72520363
810	0.507859712
811	-0.736143387
812	-1.825141875
813	-2.232470604
814	-1.407803171
815	0.855437459
816	-0.18683146
817	0.013672682
818	0.329431383
819	-1.106020154
820	-0.721082703
821	0.508622965
822	1.312908195
823	-0.450770874
824	-0.258358886
825	0.152097682
826	-0.141033746
827	0.04646317
828	0.263492964
829	-0.425438637
830	-0.549842269
831	-0.23493995
832	-0.369601542
833	-1.447409717
834	-1.195800618
835	-3.007981475
836	-1.105148601
837	1.113528145
838	1.288235996
839	1.017851679
840	0.140789275
841	0.024310809
842	3.187984894
843	0.146328663
844	0.982293418
845	0.306173633
846	-0.849719087
847	0.262356565
848	-0.293572331
849	0.528895432
850	0.57223332
851	0.215881908
852	-1.040199428
853	0.615589048
854	-1.153802786
855	-1.081948585
856	-0.834903096
857	-1.673022176
858	-1.716822409
859	-0.192637203
860	0.281408673
861	1.67897649
862	-0.402120821
863	0.014865556
864	0.601579756
865	-0.507245466
866	1.197688876
867	-1.412350543
868	-0.489615517
869	-0.533191033
870	0.375891341
871	0.341241331
872	-0.116376494
873	-1.216811774
874	-1.611639178
875	-0.897918299
876	-2.26675712
877	-1.181836738
878	-1.407649724
879	-4.348105934
880	-1.606720257
881	0.576648103
882	-0.727928742
883	-0.391231788
884	-0.249811256
885	2.22782678
886	2.267385354
887	0.751431386
888	-0.199498428
889	0.874682644
890	-1.181741471
891	0.91301122
892	-0.877998507
893	-0.44149719
894	0.252155842
895	0.170761782
896	-2.074536289
897	-0.268605972
898	-1.341329518
899	-1.302220097
900	-0.656779364
901	-2.77971022
902	-0.691220342
903	0.957704185
904	-0.649140753
905	-0.202472706
906	0.96868936
907	1.635174256
908	0.287323202
909	-0.298216317
910	0.274081262
911	-0.385788853
912	-0.85477117
913	-0.361842083
914	-0.526233969
915	-0.099070051
916	0.179820963
917	0.677130236
918	-1.019912183
919	0.068491042
920	-2.076676508
921	-1.398465888
922	-0.89149309
923	-4.568457579
924	-1.441420289
925	-0.800178259
926	0.006912393
927	-0.407566859
928	1.56044906
929	0.054067434
930	0.06270205
931	-0.087408755
932	-2.93670863
933	0.565099583
934	0.88284611
935	-0.162437823
936	-0.657295055
937	-0.098289501
938	0.468332817
939	0.033659774
940	-1.266135903
941	0.085178661
942	-1.40173194
943	-1.165048108
944	-0.667878756
945	-4.45462771
946	-1.019004311
947	-1.120303546
948	-1.401431882
949	-0.907785308
950	-0.27025266
951	0.022240364
952	-0.89994534
953	0.127176254
954	-1.237362239
955	0.666432586
956	-0.967841678
957	-0.451743004
958	-0.973611097
959	0.396938431
960	0.004850945
961	-0.039001689
962	-1.181500228
963	0.186351559
964	-1.442646524
965	-1.137698207
966	-1.014061599
967	-3.27222267
968	-3.188568875
969	-1.517731748
970	0.141177382
971	-0.568741216
972	0.669898401
973	0.104122319
974	0.434724598
975	-0.028976157
976	-1.129430267
977	0.092552351
978	-0.609530976
979	-0.776869604
980	-0.454374774
981	0.075360662
982	-0.282831159
983	0.27825972
984	-0.768267247
985	0.393657806
986	-1.157679468
987	-0.970348524
988	-0.559639688
989	-0.869372089
990	-1.69202638
991	-1.074874738
992	-0.719539605
993	-0.449856148
994	-0.521407594
995	1.394790338
996	-0.652936428
997	0.022203389
998	0.795182943
999	0.422780004
1000	-1.39842449
1001	-0.70362504
1002	-0.455567901
1003	0.254595297
1004	0.104260486
1005	0.157350545
1006	-1.313815832
1007	-0.81369916
1008	-1.553387869
1009	-1.079930592
1010	-0.621554627
1011	-2.727780397
1012	-1.85013019
1013	-0.640964016
1014	-0.895831282
1015	1.180961687
1016	-1.35051639
1017	1.749072742
1018	-0.53398522
1019	0.272358328
1020	-0.810991684
1021	-0.479281865
1022	-0.628854267
1023	-0.545787678
1024	-0.75927808
1025	-0.183611033
1026	-0.542920253
1027	1.069278139
1028	-1.577385455
1029	-1.24777743
1030	-2.192990176
1031	-1.680186274
1032	-1.089185753
1033	-2.131529498
1034	-1.457349918
1035	-1.438492002
1036	-1.199519208
1037	-0.315093587
1038	-1.464726925
1039	2.137587862
1040	-0.653979215
1041	1.669091452
1042	-1.198937518
1043	-1.059572728
1044	-1.76929677
1045	-1.363250513
1046	-0.753769142
1047	-0.91471569
1048	-1.148560021
1049	0.470223005
1050	-1.56508262
1051	-1.798257368
1052	-2.014637056
1053	-1.776198575
1054	-1.54475808
1055	-1.136608582
1056	-1.650710145
1057	1.179586878
1058	-1.026952955
1059	-0.480004898
1060	-0.02404045
1061	-0.369997975
1062	0.487770123
1063	-0.238844213
1064	-0.879513375
1065	-0.299405186
1066	-0.646807373
1067	-0.892099455
1068	-0.064286158
1069	0.273292965
1070	0.302857659
1071	-0.09752923
1072	-0.094351124
1073	-0.207931047
1074	-0.81472153
1075	-0.716666449
1076	-0.544541585
1077	-3.015399515
1078	-0.268092208
1079	0.743307418
1080	0.395550805
1081	0.345564394
1082	-0.025483393
1083	0.283328172
1084	1.434242744
1085	0.300515078
1086	2.052697446
1087	0.012422674
1088	-0.563399875
1089	-0.249600859
1090	0.075385295
1091	0.517887228
1092	1.773329433
1093	0.172019539
1094	-0.249717608
1095	-0.414691929
1096	-3.007981475
1097	3.754623542
1098	-0.416343246
1099	-3.654148653
1100	-0.612334621
1101	0.541704104
1102	1.942155888
1103	0.636126751
1104	-0.075622945
1105	0.352968509
1106	1.54283121
1107	-0.412685992
1108	1.588792831
1109	1.453740444
1110	-0.76231544
1111	-0.123152148
1112	0.448568161
1113	1.148957605
1114	1.566406545
1115	-0.079310451
1116	-0.043755279
1117	1.389116642
1118	-0.809340829
1119	0.11695168
1120	0.247011936
1121	-1.77343218
1122	-0.58771668
1123	1.826551897
1124	0.127250892
1125	0.194580859
1126	0.00383635
1127	2.816818351
1128	2.400965211
1129	-0.328579013
1130	0.370005069
1131	0.857557516
1132	-0.902151333
1133	-0.74334034
1134	-0.398707314
1135	-0.307414803
1136	1.777941499
1137	-0.388022256
1138	0.744333212
1139	-0.345258093
1140	0.360530005
1141	-0.583987499
1142	-0.872189625
1143	-1.860611701
1144	-0.436817383
1145	2.039939239
1146	0.392023485
1147	2.249255261
1148	1.080379875
1149	0.008177985
1150	1.815770961
1151	0.342526472
1152	-0.46587314
1153	0.192028391
1154	-0.63154782
1155	0.646815647
1156	-0.8654274
1157	-0.153523178
1158	1.568550909
1159	0.262623043
1160	-0.066935442
1161	1.343061455
1162	-1.212620467
1163	1.620884373
1164	-0.524678825
1165	-1.463816032
1166	-0.32267237
1167	2.017792204
1168	0.151610108
1169	0.544310699
1170	0.939586873
1171	1.406274083
1172	1.848958532
1173	-0.221323579
1174	-0.217322762
1175	0.643624528
1176	0.180678873
1177	0.754272843
1178	-0.113045825
1179	-0.200198881
1180	2.069190444
1181	0.018469111
1182	-0.432166225
1183	-0.256722581
1184	-0.648706406
1185	-0.604862983
1186	-0.665176737
1187	-1.282674539
1188	1.298559444
1189	1.23209036
1190	0.991947315
1191	1.050628558
1192	2.829779221
1193	2.50045762
1194	0.038537024
1195	-0.354369285
1196	-0.152095908
1197	-0.303881984
1198	-0.949866423
1199	0.566288082
1200	-0.193898908
1201	0.653603771
1202	1.871752958
1203	0.227708646
1204	0.003260998
1205	-0.060548117
1206	-1.134928761
1207	-0.147817431
1208	-0.424663772
1209	-1.314879893
1210	-0.172340707
1211	0.825950645
1212	0.895888832
1213	0.847331375
1214	1.753833619
1215	0.325788856
1216	0.212105281
1217	0.15046728
1218	-0.21368375
1219	0.296294796
1220	-0.470423248
1221	-0.238662262
1222	-0.346395304
1223	0.122348572
1224	2.02867953
1225	-0.152201283
1226	1.995608889
1227	-0.004949975
1228	-1.202054178
1229	-0.027240738
1230	0.102107739
1231	-3.007981475
1232	-0.449485808
1233	0.774016925
1234	1.0652419
1235	0.897455937
1236	1.135039524
1237	0.465932652
1238	1.32918827
1239	0.710277131
1240	0.202934404
1241	0.54253939
1242	-0.312794158
1243	0.009294577
1244	-0.05469056
1245	0.538845549
1246	2.040645603
1247	-0.065499843
1248	2.614705615
1249	-0.637978889
1250	-0.766468423
1251	-0.341105302
1252	-0.394427514
1253	0.037790614
1254	-0.573901357
1255	1.388854154
1256	1.217845668
1257	1.427246232
1258	0.492590734
1259	0.345015431
1260	0.541273162
1261	-0.189276291
1262	-0.061120998
1263	0.009477262
1264	-0.408977216
1265	-0.157992575
1266	0.76168717
1267	-0.453736235
1268	1.961881427
1269	-0.390513465
1270	-0.394457393
1271	1.499500401
1272	-4.542674564
1273	-0.329790767
1274	-1.236404465
1275	0.153357099
1276	-0.612554242
1277	1.703546333
1278	0.890806361
1279	0.649602446
1280	0.531948143
1281	0.463549802
1282	0.826145103
1283	-0.172407786
1284	0.484941138
1285	0.869551778
1286	-0.336383012
1287	-0.336733992
1288	0.153479183
1289	0.224490227
1290	1.618882455
1291	-0.578496183
1292	-1.018259633
1293	-0.615386632
1294	-1.159033133
1295	-0.882722632
1296	1.211029088
1297	-3.007981475
1298	-0.215324861
1299	1.803245801
1300	1.27616954
1301	1.216002325
1302	1.00800349
1303	0.36404875
1304	0.431356974
1305	0.15385876
1306	0.147714775
1307	0.289382136
1308	-0.166901678
1309	-0.593582616
1310	1.107385298
1311	0.872117745
1312	0.325854958
1313	-0.970605933
1314	-0.821058612
1315	0.152534285
1316	-1.872477028
1317	0.363281836
1318	-1.401009677
1319	-0.570222843
1320	-0.716320967
1321	1.160077158
1322	0.329970051
1323	0.806087207
1324	0.241169806
1325	0.670010496
1326	0.743680711
1327	0.174514019
1328	0.245012071
1329	2.02982565
1330	-0.070056996
1331	0.03946269
1332	1.501107909
1333	-0.062790388
1334	0.069354474
1335	-0.534215699
1336	-1.1133239
1337	-1.024265052
1338	-1.620331567
1339	-0.730052263
1340	-1.562259888
1341	-0.850900958
1342	-1.556756138
1343	0.856508591
1344	-0.928050387
1345	0.532297199
1346	0.48772582
1347	2.550912159
1348	2.419091981
1349	0.960632455
1350	0.467034779
1351	-0.491827746
1352	0.111045275
1353	0.253148214
1354	1.523183513
1355	0.393607187
1356	0.329410438
1357	-0.181069873
1358	0.311313833
1359	2.209283558
1360	-1.42404081
1361	-0.204367737
1362	-0.556069666
1363	-1.278799998
1364	0.118779211
1365	0.796416769
1366	0.201198743
1367	0.716370099
1368	0.067017269
1369	0.567613156
1370	2.450435465
1371	0.035683491
1372	0.1538087
1373	-0.008199595
1374	-0.078763894
1375	0.132814689
1376	-0.378897989
1377	0.285346244
1378	-0.014914116
1379	-0.551429949
1380	-0.88556867
1381	0.340894136
1382	-1.699904944
1383	2.138914744
1384	0.106676928
1385	-3.007981475
1386	-1.110519905
1387	0.524597489
1388	0.243296171
1389	0.12556526
1390	-0.5839897
1391	-0.536565543
1392	0.801030122
1393	0.627719587
1394	0.463108379
1395	0.853692065
1396	-0.878165867
1397	0.005847887
1398	-0.592425447
1399	-0.640824833
1400	-0.397637451
1401	-1.086608385
1402	-0.811396422
1403	0.152658698
1404	-0.508946753
1405	-1.117141397
1406	-1.04394195
1407	-2.046786512
1408	-0.230292133
1409	1.000921768
1410	-0.511240773
1411	0.093546171
1412	1.055982786
1413	-0.080000693
1414	1.629797592
1415	-0.280107495
1416	0.103831271
1417	0.267081455
1418	-0.473735446
1419	-0.170863049
1420	-1.112133116
1421	0.067738994
1422	0.434059812
1423	0.330563507
1424	-1.133594519
1425	-0.046155048
1426	-0.79801494
1427	-0.856572497
1428	-0.181789437
1429	-3.007981475
1430	-1.07132545
1431	0.186178498
1432	0.000858238
1433	0.265844893
1434	0.517795247
1435	0.309120049
1436	1.412456138
1437	0.789409091
1438	1.247043533
1439	-0.027133858
1440	1.197691721
1441	-0.290721593
1442	0.936667817
1443	-0.530694436
1444	0.965749535
1445	-0.450512053
1446	-0.850301082
1447	-0.289817904
1448	-1.005004428
1449	-0.746118661
1450	-0.706972102
1451	-1.928902362
1452	-0.81477291
1453	-1.086368899
1454	2.233838267
1455	-0.569820196
1456	1.497734859
1457	1.783056558
1458	0.493903208
1459	-0.095050526
1460	-0.463715742
1461	-0.163117915
1462	-0.537665897
1463	-0.103034212
1464	-0.15430682
1465	-0.814116151
1466	-0.825348007
1467	-0.490987389
1468	-0.885483941
1469	-0.312737974
1470	-2.226170643
1471	-1.159605396
1472	-1.055518243
1473	-3.392853426
1474	-0.692129509
1475	-0.909184668
1476	0.280434134
1477	0.028288679
1478	0.293544518
1479	0.298699784
1480	0.572305091
1481	-0.258219687
1482	-0.278614171
1483	0.432598224
1484	0.777254146
1485	-0.238851528
1486	-0.542443711
1487	-0.939938267
1488	-0.518583923
1489	-0.824775298
1490	-1.181629295
1491	2.452083946
1492	-0.967401201
1493	-1.210376905
1494	-0.54980004
1495	-3.78821052
1496	-1.704575415
1497	-0.809592699
1498	1.618514781
1499	-0.101692681
1500	1.27590236
1501	0.921700126
1502	1.266565426
1503	0.083442119
1504	-0.460987532
1505	0.334491101
1506	0.319466841
1507	-0.418008997
1508	0.476241215
1509	-0.948906091
1510	-0.406420508
1511	-0.421451605
1512	-1.166445965
1513	0.224303955
1514	-1.120474965
1515	-0.281180163
1516	-0.494231225
1517	-1.08132995
1518	0.568621961
1519	-0.48205764
1520	0.101280785
1521	-0.702313065
1522	1.579484912
1523	0.898996549
1524	0.823364682
1525	1.826290903
1526	1.985144455
1527	0.885706949
1528	-0.819306192
1529	0.547132393
1530	-0.838732224
1531	0.298835038
1532	-0.050190982
1533	0.375648157
1534	-0.508919387
1535	-0.232952707
1536	-1.073380215
1537	-0.303592982
1538	-0.012504791
